location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations
India,2023-03-05,21937881,3433,249294,39,2038610038
India,2023-03-06,21941192,3311,249331,37,2041441441
India,2023-03-07,21944129,2937,249365,34,2044272844
India,2023-03-08,21947166,3037,249399,34,2047104247
India,2023-03-09,21951358,4192,249447,48,2049935649
India,2023-03-10,21953870,2512,249475,28,2052767052
India,2023-03-11,21956091,2221,249501,26,2055598455
India,2023-03-12,21957979,1888,249522,21,2058429858
India,2023-03-13,21961001,3022,249556,34,2061261261
India,2023-03-14,21962620,1619,249575,19,2064092664
India,2023-03-15,21965135,2515,249603,28,2066924066
India,2023-03-16,21965716,581,249610,7,2069755469
India,2023-03-17,21968842,3126,249645,35,2072586872
India,2023-03-18,21969909,1067,249658,13,2075418275
India,2023-03-19,21972324,2415,249685,27,2078249678
India,2023-03-20,21974457,2133,249709,24,2081081081
India,2023-03-21,21976449,1992,249732,23,2083912483
India,2023-03-22,21977853,1404,249748,16,2086743886
India,2023-03-23,21980106,2253,249773,25,2089575289
India,2023-03-24,21981350,1244,249788,15,2092406692
India,2023-03-25,21982946,1596,249806,18,2095238095
India,2023-03-26,21984294,1348,249821,15,2098069498
India,2023-03-27,21985339,1045,249833,12,2100900900
India,2023-03-28,21987396,2057,249856,23,2103732303
India,2023-03-29,21989661,2265,249882,26,2106563706
India,2023-03-30,21990498,837,249892,10,2109395109
India,2023-03-31,21992722,2224,249917,25,2112226512
India,2023-04-01,21993746,1024,249928,11,2115057915
India,2023-04-02,21996033,2287,249954,26,2117889317
India,2023-04-03,21997531,1498,249971,17,2120720720
India,2023-04-04,21998359,828,249981,10,2123552123
India,2023-04-05,21998504,145,249983,2,2126383526
India,2023-04-06,21998662,158,249984,1,2129214929
India,2023-04-07,21998850,188,249986,2,2132046332
India,2023-04-08,21998922,72,249987,1,2134877734
India,2023-04-09,21999259,337,249991,4,2137709137
India,2023-04-10,22000190,931,250002,11,2140540540
India,2023-04-11,22000863,673,250009,7,2143371943
India,2023-04-12,22000998,135,250011,2,2146203346
India,2023-04-13,22001430,432,250016,5,2149034749
India,2023-04-14,22001693,263,250019,3,2151866151
India,2023-04-15,22002078,385,250023,4,2154697554
India,2023-04-16,22002621,543,250029,6,2157528957
India,2023-04-17,22003347,726,250038,9,2160360360
India,2023-04-18,22003728,381,250042,4,2163191763
India,2023-04-19,22005567,1839,250063,21,2166023166
India,2023-04-20,22006221,654,250070,7,2168854568
India,2023-04-21,22006690,469,250076,6,2171685971
India,2023-04-22,22007113,423,250080,4,2174517374
India,2023-04-23,22007659,546,250087,7,2177348777
India,2023-04-24,22008923,1264,250101,14,2180180180
India,2023-04-25,22009890,967,250112,11,2183011583
India,2023-04-26,22010650,760,250121,9,2185842985
India,2023-04-27,22011126,476,250126,5,2188674388
India,2023-04-28,22011287,161,250128,2,2191505791
India,2023-04-29,22011309,22,250128,0,2194337194
India,2023-04-30,22011647,338,250132,4,2197168597
India,2023-05-01,22011693,46,250132,0,2200000000
United States,2020-03-01,74838,2117,799,23,0
United States,2020-03-02,79800,4962,852,53,0
United States,2020-03-03,82256,2456,878,26,0
United States,2020-03-04,83710,1454,893,15,0
United States,2020-03-05,85492,1782,913,20,0
United States,2020-03-06,91209,5717,974,61,0
United States,2020-03-07,98526,7317,1052,78,0
United States,2020-03-08,102226,3700,1091,39,0
United States,2020-03-09,105416,3190,1125,34,0
United States,2020-03-10,114680,9264,1224,99,0
United States,2020-03-11,120729,6049,1289,65,0
United States,2020-03-12,124245,3516,1326,37,0
United States,2020-03-13,132432,8187,1414,88,0
United States,2020-03-14,139738,7306,1492,78,0
United States,2020-03-15,148828,9090,1589,97,0
United States,2020-03-16,154106,5278,1645,56,0
United States,2020-03-17,162868,8762,1739,94,0
United States,2020-03-18,169640,6772,1811,72,0
United States,2020-03-19,175193,5553,1871,60,0
United States,2020-03-20,183019,7826,1954,83,0
United States,2020-03-21,192328,9309,2053,99,0
United States,2020-03-22,199332,7004,2128,75,0
United States,2020-03-23,205460,6128,2194,66,0
United States,2020-03-24,213941,8481,2284,90,0
United States,2020-03-25,222726,8785,2378,94,0
United States,2020-03-26,230598,7872,2462,84,0
United States,2020-03-27,242914,12316,2594,132,0
United States,2020-03-28,252467,9553,2696,102,0
United States,2020-03-29,266017,13550,2840,144,0
United States,2020-03-30,275229,9212,2939,99,0
United States,2020-03-31,288076,12847,3076,137,0
United States,2020-04-01,300031,11955,3204,128,0
United States,2020-04-02,312102,12071,3333,129,0
United States,2020-04-03,323174,11072,3451,118,0
United States,2020-04-04,339283,16109,3623,172,0
United States,2020-04-05,353689,14406,3777,154,0
United States,2020-04-06,367226,13537,3921,144,0
United States,2020-04-07,379620,12394,4054,133,0
United States,2020-04-08,389766,10146,4162,108,0
United States,2020-04-09,403213,13447,4306,144,0
United States,2020-04-10,416208,12995,4444,138,0
United States,2020-04-11,430444,14236,4596,152,0
United States,2020-04-12,445878,15434,4761,165,0
United States,2020-04-13,463998,18120,4955,194,0
United States,2020-04-14,477598,13600,5100,145,0
United States,2020-04-15,493261,15663,5267,167,0
United States,2020-04-16,510801,17540,5455,188,0
United States,2020-04-17,529901,19100,5659,204,0
United States,2020-04-18,548573,18672,5858,199,0
United States,2020-04-19,564689,16116,6030,172,0
United States,2020-04-20,584953,20264,6247,217,0
United States,2020-04-21,601663,16710,6425,178,0
United States,2020-04-22,619653,17990,6617,192,0
United States,2020-04-23,636070,16417,6792,175,0
United States,2020-04-24,656652,20582,7012,220,0
United States,2020-04-25,676102,19450,7220,208,0
United States,2020-04-26,697308,21206,7446,226,0
United States,2020-04-27,718672,21364,7675,229,0
United States,2020-04-28,737725,19053,7878,203,0
United States,2020-04-29,757802,20077,8093,215,0
United States,2020-04-30,779883,22081,8328,235,0
United States,2020-05-01,798687,18804,8529,201,0
United States,2020-05-02,822777,24090,8786,257,0
United States,2020-05-03,843909,21132,9012,226,0
United States,2020-05-04,869397,25488,9284,272,0
United States,2020-05-05,892075,22678,9527,243,0
United States,2020-05-06,912429,20354,9744,217,0
United States,2020-05-07,938834,26405,10026,282,0
United States,2020-05-08,962876,24042,10283,257,0
United States,2020-05-09,990165,27289,10574,291,0
United States,2020-05-10,1013236,23071,10820,246,0
United States,2020-05-11,1038503,25267,11090,270,0
United States,2020-05-12,1065339,26836,11377,287,0
United States,2020-05-13,1090565,25226,11646,269,0
United States,2020-05-14,1116847,26282,11927,281,0
United States,2020-05-15,1143777,26930,12215,288,0
United States,2020-05-16,1172290,28513,12519,304,0
United States,2020-05-17,1201233,28943,12828,309,0
United States,2020-05-18,1232245,31012,13159,331,0
United States,2020-05-19,1261700,29455,13474,315,0
United States,2020-05-20,1289608,27908,13772,298,0
United States,2020-05-21,1319847,30239,14095,323,0
United States,2020-05-22,1351041,31194,14428,333,0
United States,2020-05-23,1384982,33941,14791,363,0
United States,2020-05-24,1414770,29788,15109,318,0
United States,2020-05-25,1444178,29408,15423,314,0
United States,2020-05-26,1478208,34030,15786,363,0
United States,2020-05-27,1508740,30532,16112,326,0
United States,2020-05-28,1541820,33080,16466,354,0
United States,2020-05-29,1574986,33166,16820,354,0
United States,2020-05-30,1609731,34745,17191,371,0
United States,2020-05-31,1643497,33766,17551,360,0
United States,2020-06-01,1679580,36083,17937,386,0
United States,2020-06-02,1716455,36875,18331,394,0
United States,2020-06-03,1749503,33048,18684,353,0
United States,2020-06-04,1785944,36441,19073,389,0
United States,2020-06-05,1819921,33977,19436,363,0
United States,2020-06-06,1856858,36937,19830,394,0
United States,2020-06-07,1893182,36324,20218,388,0
United States,2020-06-08,1933076,39894,20644,426,0
United States,2020-06-09,1969776,36700,21036,392,0
United States,2020-06-10,2011025,41249,21476,440,0
United States,2020-06-11,2049862,38837,21891,415,0
United States,2020-06-12,2085003,35141,22267,376,0
United States,2020-06-13,2123105,38102,22673,406,0
United States,2020-06-14,2166710,43605,23139,466,0
United States,2020-06-15,2207767,41057,23578,439,0
United States,2020-06-16,2249478,41711,24023,445,0
United States,2020-06-17,2293134,43656,24489,466,0
United States,2020-06-18,2336105,42971,24948,459,0
United States,2020-06-19,2381461,45356,25433,485,0
United States,2020-06-20,2425092,43631,25899,466,0
United States,2020-06-21,2470500,45408,26383,484,0
United States,2020-06-22,2512767,42267,26835,452,0
United States,2020-06-23,2559359,46592,27332,497,0
United States,2020-06-24,2602870,43511,27797,465,0
United States,2020-06-25,2652803,49933,28330,533,0
United States,2020-06-26,2697809,45006,28811,481,0
United States,2020-06-27,2748359,50550,29351,540,0
United States,2020-06-28,2797954,49595,29881,530,0
United States,2020-06-29,2844562,46608,30378,497,0
United States,2020-06-30,2893681,49119,30903,525,0
United States,2020-07-01,2943643,49962,31436,533,0
United States,2020-07-02,2994176,50533,31976,540,0
United States,2020-07-03,3044389,50213,32512,536,0
United States,2020-07-04,3094836,50447,33051,539,0
United States,2020-07-05,3145775,50939,33595,544,0
United States,2020-07-06,3198923,53148,34163,568,0
United States,2020-07-07,3251004,52081,34719,556,0
United States,2020-07-08,3303175,52171,35276,557,0
United States,2020-07-09,3352540,49365,35803,527,0
United States,2020-07-10,3406992,54452,36385,582,0
United States,2020-07-11,3458824,51832,36938,553,0
United States,2020-07-12,3513246,54422,37520,582,0
United States,2020-07-13,3568026,54780,38105,585,0
United States,2020-07-14,3625184,57158,38715,610,0
United States,2020-07-15,3682619,57435,39328,613,0
United States,2020-07-16,3737244,54625,39912,584,0
United States,2020-07-17,3791115,53871,40487,575,0
United States,2020-07-18,3844241,53126,41055,568,0
United States,2020-07-19,3901165,56924,41662,607,0
United States,2020-07-20,3957409,56244,42263,601,0
United States,2020-07-21,4010911,53502,42834,571,0
United States,2020-07-22,4064567,53656,43408,574,0
United States,2020-07-23,4123253,58686,44034,626,0
United States,2020-07-24,4182179,58926,44664,630,0
United States,2020-07-25,4239981,57802,45281,617,0
United States,2020-07-26,4298404,58423,45905,624,0
United States,2020-07-27,4358137,59733,46543,638,0
United States,2020-07-28,4416374,58237,47165,622,0
United States,2020-07-29,4476991,60617,47812,647,0
United States,2020-07-30,4539572,62581,48480,668,0
United States,2020-07-31,4601644,62072,49143,663,0
United States,2020-08-01,4660118,58474,49768,625,0
United States,2020-08-02,4722884,62766,50438,670,0
United States,2020-08-03,4783928,61044,51090,652,0
United States,2020-08-04,4843645,59717,51728,638,0
United States,2020-08-05,4905047,61402,52383,655,0
United States,2020-08-06,4967737,62690,53053,670,0
United States,2020-08-07,5035437,67700,53776,723,0
United States,2020-08-08,5099405,63968,54459,683,0
United States,2020-08-09,5164714,65309,55157,698,0
United States,2020-08-10,5231609,66895,55871,714,0
United States,2020-08-11,5296852,65243,56568,697,0
United States,2020-08-12,5364344,67492,57289,721,0
United States,2020-08-13,5431804,67460,58009,720,0
United States,2020-08-14,5499580,67776,58733,724,0
United States,2020-08-15,5567741,68161,59461,728,0
United States,2020-08-16,5635878,68137,60188,727,0
United States,2020-08-17,5700127,64249,60875,687,0
United States,2020-08-18,5765022,64895,61568,693,0
United States,2020-08-19,5835429,70407,62320,752,0
United States,2020-08-20,5899438,64009,63003,683,0
United States,2020-08-21,5969172,69734,63748,745,0
United States,2020-08-22,6038328,69156,64487,739,0
United States,2020-08-23,6108130,69802,65232,745,0
United States,2020-08-24,6177681,69551,65975,743,0
United States,2020-08-25,6248401,70720,66730,755,0
United States,2020-08-26,6320763,72362,67503,773,0
United States,2020-08-27,6389317,68554,68235,732,0
United States,2020-08-28,6463204,73887,69024,789,0
United States,2020-08-29,6534321,71117,69784,760,0
United States,2020-08-30,6605098,70777,70539,755,0
United States,2020-08-31,6680426,75328,71344,805,0
United States,2020-09-01,6754093,73667,72131,787,0
United States,2020-09-02,6827503,73410,72915,784,0
United States,2020-09-03,6902338,74835,73714,799,0
United States,2020-09-04,6975250,72912,74492,778,0
United States,2020-09-05,7049208,73958,75282,790,0
United States,2020-09-06,7123995,74787,76081,799,0
United States,2020-09-07,7199421,75426,76887,806,0
United States,2020-09-08,7275307,75886,77697,810,0
United States,2020-09-09,7353311,78004,78530,833,0
United States,2020-09-10,7429374,76063,79342,812,0
United States,2020-09-11,7504370,74996,80143,801,0
United States,2020-09-12,7581466,77096,80967,824,0
United States,2020-09-13,7657361,75895,81777,810,0
United States,2020-09-14,7732714,75353,82582,805,0
United States,2020-09-15,7810518,77804,83413,831,0
United States,2020-09-16,7886921,76403,84229,816,0
United States,2020-09-17,7961971,75050,85030,801,0
United States,2020-09-18,8043413,81442,85900,870,0
United States,2020-09-19,8123937,80524,86760,860,0
United States,2020-09-20,8200437,76500,87577,817,0
United States,2020-09-21,8276560,76123,88390,813,0
United States,2020-09-22,8354801,78241,89226,836,0
United States,2020-09-23,8433130,78329,90062,836,0
United States,2020-09-24,8508670,75540,90869,807,0
United States,2020-09-25,8588450,79780,91721,852,0
United States,2020-09-26,8667136,78686,92561,840,0
United States,2020-09-27,8749759,82623,93444,883,0
United States,2020-09-28,8831250,81491,94314,870,0
United States,2020-09-29,8910891,79641,95164,850,0
United States,2020-09-30,8990914,80023,96019,855,0
United States,2020-10-01,9069598,78684,96859,840,0
United States,2020-10-02,9152860,83262,97748,889,0
United States,2020-10-03,9233882,81022,98614,866,0
United States,2020-10-04,9313091,79209,99460,846,0
United States,2020-10-05,9396307,83216,100348,888,0
United States,2020-10-06,9478171,81864,101223,875,0
United States,2020-10-07,9559299,81128,102089,866,0
United States,2020-10-08,9640171,80872,102953,864,0
United States,2020-10-09,9721880,81709,103825,872,0
United States,2020-10-10,9804089,82209,104703,878,0
United States,2020-10-11,9885959,81870,105578,875,0
United States,2020-10-12,9968993,83034,106464,886,0
United States,2020-10-13,10053523,84530,107367,903,0
United States,2020-10-14,10138752,85229,108277,910,0
United States,2020-10-15,10220216,81464,109147,870,0
United States,2020-10-16,10304084,83868,110043,896,0
United States,2020-10-17,10386516,82432,110923,880,0
United States,2020-10-18,10469828,83312,111813,890,0
United States,2020-10-19,10553236,83408,112704,891,0
United States,2020-10-20,10638363,85127,113613,909,0
United States,2020-10-21,10721690,83327,114503,890,0
United States,2020-10-22,10808385,86695,115429,926,0
United States,2020-10-23,10892126,83741,116323,894,0
United States,2020-10-24,10976494,84368,117224,901,0
United States,2020-10-25,11061293,84799,118130,906,0
United States,2020-10-26,11147778,86485,119053,923,0
United States,2020-10-27,11233450,85672,119968,915,0
United States,2020-10-28,11316389,82939,120854,886,0
United States,2020-10-29,11400925,84536,121757,903,0
United States,2020-10-30,11487891,86966,122686,929,0
United States,2020-10-31,11572013,84122,123584,898,0
United States,2020-11-01,11657807,85794,124500,916,0
United States,2020-11-02,11744897,87090,125430,930,0
United States,2020-11-03,11831117,86220,126351,921,0
United States,2020-11-04,11917342,86225,127272,921,0
United States,2020-11-05,12002107,84765,128177,905,0
United States,2020-11-06,12085085,82978,129064,887,0
United States,2020-11-07,12168564,83479,129955,891,0
United States,2020-11-08,12254613,86049,130874,919,0
United States,2020-11-09,12341679,87066,131804,930,0
United States,2020-11-10,12424858,83179,132692,888,0
United States,2020-11-11,12509586,84728,133597,905,0
United States,2020-11-12,12594450,84864,134503,906,0
United States,2020-11-13,12679073,84623,135407,904,0
United States,2020-11-14,12764117,85044,136315,908,0
United States,2020-11-15,12850701,86584,137240,925,0
United States,2020-11-16,12938375,87674,138176,936,0
United States,2020-11-17,13023805,85430,139089,913,0
United States,2020-11-18,13111713,87908,140028,939,0
United States,2020-11-19,13199294,87581,140963,935,0
United States,2020-11-20,13284688,85394,141875,912,0
United States,2020-11-21,13372207,87519,142809,934,0
United States,2020-11-22,13458893,86686,143735,926,0
United States,2020-11-23,13544229,85336,144647,912,0
United States,2020-11-24,13631308,87079,145577,930,0
United States,2020-11-25,13718135,86827,146504,927,0
United States,2020-11-26,13804471,86336,147426,922,0
United States,2020-11-27,13890153,85682,148341,915,0
United States,2020-11-28,13976317,86164,149261,920,0
United States,2020-11-29,14065095,88778,150209,948,0
United States,2020-11-30,14147653,82558,151091,882,0
United States,2020-12-01,14232489,84836,151997,906,0
United States,2020-12-02,14317078,84589,152900,903,0
United States,2020-12-03,14403041,85963,153818,918,0
United States,2020-12-04,14489488,86447,154742,924,0
United States,2020-12-05,14575808,86320,155663,921,0
United States,2020-12-06,14662572,86764,156590,927,0
United States,2020-12-07,14750233,87661,157526,936,0
United States,2020-12-08,14833223,82990,158413,887,0
United States,2020-12-09,14919069,85846,159329,916,0
United States,2020-12-10,15003614,84545,160232,903,0
United States,2020-12-11,15088160,84546,161135,903,0
United States,2020-12-12,15173391,85231,162045,910,0
United States,2020-12-13,15255520,82129,162923,878,0
United States,2020-12-14,15336061,80541,163783,860,0
United States,2020-12-15,15422059,85998,164701,918,0
United States,2020-12-16,15506200,84141,165600,899,0
United States,2020-12-17,15587952,81752,166473,873,0
United States,2020-12-18,15674693,86741,167399,926,0
United States,2020-12-19,15757844,83151,168287,888,0
United States,2020-12-20,15836307,78463,169125,838,0
United States,2020-12-21,15921126,84819,170031,906,0
United States,2020-12-22,16004667,83541,170923,892,0
United States,2020-12-23,16083068,78401,171760,837,0
United States,2020-12-24,16164387,81319,172629,869,0
United States,2020-12-25,16248276,83889,173525,896,0
United States,2020-12-26,16332283,84007,174422,897,0
United States,2020-12-27,16412229,79946,175276,854,0
United States,2020-12-28,16491955,79726,176127,851,0
United States,2020-12-29,16574725,82770,177011,884,0
United States,2020-12-30,16656035,81310,177879,868,0
United States,2020-12-31,16734502,78467,178717,838,0
United States,2021-01-01,16815363,80861,179581,864,0
United States,2021-01-02,16897625,82262,180460,879,0
United States,2021-01-03,16979135,81510,181330,870,0
United States,2021-01-04,17059888,80753,182192,862,0
United States,2021-01-05,17140997,81109,183059,867,0
United States,2021-01-06,17220257,79260,183905,846,0
United States,2021-01-07,17300325,80068,184760,855,0
United States,2021-01-08,17379147,78822,185602,842,0
United States,2021-01-09,17456461,77314,186428,826,0
United States,2021-01-10,17535344,78883,187270,842,0
United States,2021-01-11,17614284,78940,188113,843,0
United States,2021-01-12,17689761,75477,188919,806,0
United States,2021-01-13,17770014,80253,189776,857,0
United States,2021-01-14,17848287,78273,190612,836,0
United States,2021-01-15,17926267,77980,191445,833,0
United States,2021-01-16,18004430,78163,192280,835,0
United States,2021-01-17,18080832,76402,193096,816,0
United States,2021-01-18,18158471,77639,193925,829,0
United States,2021-01-19,18234698,76227,194739,814,0
United States,2021-01-20,18310758,76060,195551,812,0
United States,2021-01-21,18387490,76732,196371,820,0
United States,2021-01-22,18463587,76097,197183,812,0
United States,2021-01-23,18537755,74168,197976,793,0
United States,2021-01-24,18610630,72875,198754,778,0
United States,2021-01-25,18685198,74568,199550,796,0
United States,2021-01-26,18761984,76786,200370,820,0
United States,2021-01-27,18835376,73392,201154,784,0
United States,2021-01-28,18908714,73338,201937,783,0
United States,2021-01-29,18982874,74160,202729,792,0
United States,2021-01-30,19058905,76031,203541,812,0
United States,2021-01-31,19131285,72380,204314,773,0
United States,2021-02-01,19201339,70054,205062,748,0
United States,2021-02-02,19274825,73486,205847,785,0
United States,2021-02-03,19347344,72519,206622,775,0
United States,2021-02-04,19418495,71151,207381,759,0
United States,2021-02-05,19490596,72101,208152,771,0
United States,2021-02-06,19560123,69527,208894,742,0
United States,2021-02-07,19630413,70290,209645,751,0
United States,2021-02-08,19703270,72857,210423,778,0
United States,2021-02-09,19770815,67545,211144,721,0
United States,2021-02-10,19838660,67845,211869,725,0
United States,2021-02-11,19906716,68056,212596,727,0
United States,2021-02-12,19974007,67291,213314,718,0
United States,2021-02-13,20042557,68550,214046,732,0
United States,2021-02-14,20111883,69326,214787,741,0
United States,2021-02-15,20181615,69732,215531,744,0
United States,2021-02-16,20250642,69027,216269,738,0
United States,2021-02-17,20318320,67678,216991,722,0
United States,2021-02-18,20383718,65398,217690,699,0
United States,2021-02-19,20447964,64246,218376,686,0
United States,2021-02-20,20515220,67256,219094,718,0
United States,2021-02-21,20579633,64413,219782,688,0
United States,2021-02-22,20643698,64065,220466,684,0
United States,2021-02-23,20706534,62836,221137,671,0
United States,2021-02-24,20769631,63097,221811,674,0
United States,2021-02-25,20832227,62596,222480,669,0
United States,2021-02-26,20894884,62657,223149,669,0
United States,2021-02-27,20956732,61848,223809,660,0
United States,2021-02-28,21018827,62095,224472,663,0
United States,2021-03-01,21079357,60530,225119,647,0
United States,2021-03-02,21142462,63105,225793,674,0
United States,2021-03-03,21205248,62786,226463,670,0
United States,2021-03-04,21267348,62100,227127,664,0
United States,2021-03-05,21329211,61863,227787,660,0
United States,2021-03-06,21392893,63682,228467,680,0
United States,2021-03-07,21454624,61731,229127,660,0
United States,2021-03-08,21510767,56143,229726,599,0
United States,2021-03-09,21567982,57215,230337,611,0
United States,2021-03-10,21626694,58712,230964,627,0
United States,2021-03-11,21685595,58901,231593,629,0
United States,2021-03-12,21739386,53791,232168,575,0
United States,2021-03-13,21796829,57443,232781,613,0
United States,2021-03-14,21851435,54606,233364,583,0
United States,2021-03-15,21910472,59037,233995,631,0
United States,2021-03-16,21968512,58040,234615,620,875160
United States,2021-03-17,22024349,55837,235211,596,1750321
United States,2021-03-18,22078348,53999,235788,577,2625482
United States,2021-03-19,22131931,53583,236360,572,3500643
United States,2021-03-20,22183171,51240,236907,547,4375804
United States,2021-03-21,22238613,55442,237499,592,5250965
United States,2021-03-22,22293468,54855,238085,586,6126126
United States,2021-03-23,22347999,54531,238667,582,7001287
United States,2021-03-24,22399919,51920,239222,555,7876447
United States,2021-03-25,22451155,51236,239769,547,8751608
United States,2021-03-26,22503058,51903,240323,554,9626769
United States,2021-03-27,22555191,52133,240880,557,10501930
United States,2021-03-28,22607267,52076,241436,556,11377091
United States,2021-03-29,22659078,51811,241990,554,12252252
United States,2021-03-30,22712452,53374,242560,570,13127413
United States,2021-03-31,22757497,45045,243041,481,14002574
United States,2021-04-01,22805889,48392,243558,517,14877734
United States,2021-04-02,22855490,49601,244087,529,15752895
United States,2021-04-03,22899976,44486,244562,475,16628056
United States,2021-04-04,22944988,45012,245043,481,17503217
United States,2021-04-05,22992194,47206,245547,504,18378378
United States,2021-04-06,23040176,47982,246060,513,19253539
United States,2021-04-07,23088004,47828,246570,510,20128700
United States,2021-04-08,23131689,43685,247037,467,21003861
United States,2021-04-09,23178586,46897,247538,501,21879021
United States,2021-04-10,23224610,46024,248029,491,22754182
United States,2021-04-11,23269337,44727,248507,478,23629343
United States,2021-04-12,23313244,43907,248976,469,24504504
United States,2021-04-13,23356285,43041,249436,460,25379665
United States,2021-04-14,23400810,44525,249911,475,26254826
United States,2021-04-15,23443491,42681,250367,456,27129987
United States,2021-04-16,23486235,42744,250823,456,28005148
United States,2021-04-17,23528588,42353,251276,453,28880308
United States,2021-04-18,23571488,42900,251734,458,29755469
United States,2021-04-19,23612614,41126,252173,439,30630630
United States,2021-04-20,23653271,40657,252607,434,31505791
United States,2021-04-21,23692691,39420,253028,421,32380952
United States,2021-04-22,23731158,38467,253439,411,33256113
United States,2021-04-23,23772760,41602,253883,444,34131274
United States,2021-04-24,23811064,38304,254292,409,35006435
United States,2021-04-25,23845606,34542,254661,369,35881595
United States,2021-04-26,23885872,40266,255091,430,36756756
United States,2021-04-27,23922947,37075,255487,396,37631917
United States,2021-04-28,23959232,36285,255875,388,38507078
United States,2021-04-29,23995479,36247,256262,387,39382239
United States,2021-04-30,24031087,35608,256642,380,40257400
United States,2021-05-01,24064329,33242,256997,355,41132561
United States,2021-05-02,24097135,32806,257348,351,42007722
United States,2021-05-03,24129105,31970,257689,341,42882882
United States,2021-05-04,24166091,36986,258084,395,43758043
United States,2021-05-05,24195322,29231,258396,312,44633204
United States,2021-05-06,24231868,36546,258786,390,45508365
United States,2021-05-07,24266975,35107,259161,375,46383526
United States,2021-05-08,24298020,31045,259493,332,47258687
United States,2021-05-09,24326964,28944,259802,309,48133848
United States,2021-05-10,24357663,30699,260130,328,49009009
United States,2021-05-11,24390103,32440,260476,346,49884169
United States,2021-05-12,24422193,32090,260819,343,50759330
United States,2021-05-13,24451024,28831,261127,308,51634491
United States,2021-05-14,24477946,26922,261414,287,52509652
United States,2021-05-15,24506664,28718,261721,307,53384813
United States,2021-05-16,24538204,31540,262058,337,54259974
United States,2021-05-17,24566917,28713,262365,307,55135135
United States,2021-05-18,24593017,26100,262643,278,56010296
United States,2021-05-19,24619178,26161,262923,280,56885456
United States,2021-05-20,24647635,28457,263227,304,57760617
United States,2021-05-21,24673826,26191,263506,279,58635778
United States,2021-05-22,24697845,24019,263763,257,59510939
United States,2021-05-23,24725287,27442,264056,293,60386100
United States,2021-05-24,24754167,28880,264364,308,61261261
United States,2021-05-25,24778864,24697,264628,264,62136422
United States,2021-05-26,24801815,22951,264873,245,63011583
United States,2021-05-27,24826131,24316,265133,260,63886743
United States,2021-05-28,24847541,21410,265362,229,64761904
United States,2021-05-29,24871753,24212,265620,258,65637065
United States,2021-05-30,24894454,22701,265863,243,66512226
United States,2021-05-31,24917018,22564,266104,241,67387387
United States,2021-06-01,24940248,23230,266352,248,68262548
United States,2021-06-02,24963025,22777,266595,243,69137709
United States,2021-06-03,24986523,23498,266846,251,70012870
United States,2021-06-04,25005892,19369,267053,207,70888030
United States,2021-06-05,25028762,22870,267297,244,71763191
United States,2021-06-06,25049828,21066,267522,225,72638352
United States,2021-06-07,25070715,20887,267745,223,73513513
United States,2021-06-08,25089995,19280,267951,206,74388674
United States,2021-06-09,25112260,22265,268189,238,75263835
United States,2021-06-10,25130650,18390,268385,196,76138996
United States,2021-06-11,25150518,19868,268597,212,77014157
United States,2021-06-12,25168489,17971,268789,192,77889317
United States,2021-06-13,25186504,18015,268982,193,78764478
United States,2021-06-14,25202404,15900,269151,169,79639639
United States,2021-06-15,25216925,14521,269306,155,80514800
United States,2021-06-16,25233535,16610,269484,178,81389961
United States,2021-06-17,25249719,16184,269657,173,82265122
United States,2021-06-18,25268297,18578,269855,198,83140283
United States,2021-06-19,25282088,13791,270002,147,84015444
United States,2021-06-20,25294967,12879,270140,138,84890604
United States,2021-06-21,25313930,18963,270342,202,85765765
United States,2021-06-22,25328736,14806,270501,159,86640926
United States,2021-06-23,25344389,15653,270668,167,87516087
United States,2021-06-24,25358242,13853,270816,148,88391248
United States,2021-06-25,25372421,14179,270967,151,89266409
United States,2021-06-26,25385334,12913,271105,138,90141570
United States,2021-06-27,25398183,12849,271242,137,91016731
United States,2021-06-28,25414356,16173,271415,173,91891891
United States,2021-06-29,25427589,13233,271556,141,92767052
United States,2021-06-30,25441085,13496,271700,144,93642213
United States,2021-07-01,25455237,14152,271852,152,94517374
United States,2021-07-02,25466609,11372,271973,121,95392535
United States,2021-07-03,25476780,10171,272082,109,96267696
United States,2021-07-04,25485016,8236,272170,88,97142857
United States,2021-07-05,25495041,10025,272277,107,98018018
United States,2021-07-06,25507383,12342,272408,131,98893178
United States,2021-07-07,25518067,10684,272523,115,99768339
United States,2021-07-08,25526873,8806,272617,94,100643500
United States,2021-07-09,25536155,9282,272716,99,101518661
United States,2021-07-10,25542427,6272,272783,67,102393822
United States,2021-07-11,25551852,9425,272883,100,103268983
United States,2021-07-12,25559268,7416,272963,80,104144144
United States,2021-07-13,25568368,9100,273060,97,105019305
United States,2021-07-14,25577269,8901,273155,95,105894465
United States,2021-07-15,25586134,8865,273249,94,106769626
United States,2021-07-16,25592220,6086,273314,65,107644787
United States,2021-07-17,25599979,7759,273397,83,108519948
United States,2021-07-18,25609315,9336,273497,100,109395109
United States,2021-07-19,25612730,3415,273534,37,110270270
United States,2021-07-20,25621244,8514,273624,90,111145431
United States,2021-07-21,25628902,7658,273706,82,112020592
United States,2021-07-22,25636510,7608,273787,81,112895752
United States,2021-07-23,25639877,3367,273823,36,113770913
United States,2021-07-24,25643964,4087,273867,44,114646074
United States,2021-07-25,25647369,3405,273903,36,115521235
